date,nea,nea_subsidiary,ipp,import,total_energy_available,energy_export,inps_demand,energy_interruption,generation_deficit,energy_requirement,net_exchange_with_india
2024/08/6,9298,10512,33676,0,53486,15112,38374,0,0,38374,-15112
2024/08/7,9276,13054,35114,0,57444,17085,40359,150,0,40509,-17085
2024/08/8,9883,7978,37757,0,55618,14357,41261,100,0,41361,-14357
2024/08/9,0,0,0,0,0,0,0,0,0,0,0
2024/08/10,0,0,0,0,0,0,0,0,0,0,0
2024/08/11,0,0,0,0,0,0,0,0,0,0,0
2024/08/12,0,0,0,0,0,0,0,0,0,0,0
2024/08/13,10087,8945,37241,0,56274,14460,41814,650,0,42464,-14460
2024/08/14,9260,12805,37423,0,59488,17097,42391,0,0,42391,-17097
2024/08/15,9685,12100,37977,0,59762,16249,43513,70,0,43583,-16249
2024/08/16,9939,13030,37546,0,60515,16368,44147,0,0,44147,-16368
2024/08/17,9360,12998,36804,0,59163,17621,41542,0,0,41542,-17621
2024/08/18,8477,12962,36114,0,57553,17761,39792,0,0,39792,-17761
2024/08/19,9079,12059,35122,0,56260,18114,38146,0,0,38146,-18114
2024/08/20,8583,13016,34485,0,56084,17765,38319,0,0,38319,-17765
2024/08/21,7993,12946,34580,0,55518,17682,37836,0,0,37836,-17682
2024/08/22,8059,12896,36605,0,57561,17604,39957,550,0,40507,-17604
2024/08/23,8161,12992,36383,0,57536,17591,39945,0,0,39945,-17591
2024/08/24,7912,12949,36297,0,57158,17688,39470,50,0,39520,-17688
2024/08/26,8381,11759,37562,0,57702,15843,41859,0,0,41859,-15843
2024/08/27,8630,12873,37760,0,59263,17244,42019,0,0,42019,-17244
2024/08/28,8713,12994,38658,0,60365,17274,43091,0,0,43091,-17274
2024/08/29,9520,13028,39823,0,62371,18886,43485,690,0,44175,-18886
2024/08/30,9467,12431,40343,0,62241,18231,44010,300,0,44310,-18231
2024/08/31,9421,12998,39036,0,61455,18593,42862,0,0,42862,-18593
2024/09/3,8026,13046,39186,0,60257,18079,42178,0,0,42178,-18079
2024/09/4,8433,13060,40520,0,62013,18247,43766,400,0,44166,-18247
2024/09/5,9635,12615,39037,0,61287,17378,43909,350,0,44259,-17378
2024/09/6,8795,13033,39402,0,61230,18242,42988,320,0,43308,-18242
2024/09/7,7559,13090,38137,76,58862,18714,40148,900,0,41048,-18638
2024/09/8,7886,13064,38739,236,59925,19846,40079,450,0,40529,-19610
2024/09/9,8253,12761,39168,226,60407,20343,40064,0,0,40064,-20117
2024/09/10,8933,13060,41114,241,63348,18732,44616,0,0,44616,-18491
2024/09/11,9049,13063,42068,210,64390,18164,46225,25,0,46250,-17954
2024/09/12,9584,13004,41404,186,64177,17694,46483,0,0,46483,-17508
2024/09/13,9698,12948,40616,114,63376,16954,46422,400,0,46822,-16840
2024/09/14,8136,13050,36759,258,58204,16026,42177,1450,0,43627,-15768
2024/09/15,8995,12582,38326,308,60212,16703,43509,583,0,44092,-16394
2024/09/16,6902,13036,36428,196,56562,17572,38990,150,0,39140,-17376
2024/09/17,7473,12564,37145,205,57388,17241,40146,50,0,40196,-17036
2024/09/18,8106,12816,37520,195,58637,17687,40950,0,0,40950,-17492
2024/09/17,9428,4609,23570,174,37782,4383,33400,0,0,33400,-4209
2024/09/18,10011,12709,23546,5,46271,10447,35824,0,0,35824,-10442
2024/09/19,10330,12570,23980,10,46890,11000,35890,0,0,35890,-10990
2024/09/20,10281,12641,24717,195,47833,10523,37310,110,0,37420,-10328
2024/09/21,10323,12752,25100,0,48175,12522,35652,0,0,35652,-12522
2024/09/22,9494,12808,24586,0,46888,14984,31904,0,0,31904,-14984
2024/09/23,10135,12731,25057,0,47923,14891,33032,110,0,33142,-14891
2024/09/24,10118,12623,25264,0,48005,14623,33382,0,0,33382,-14623
2024/09/25,10836,12565,26378,0,49779,13073,36706,0,0,36706,-13073
2024/09/26,10746,12594,27495,0,50836,11819,39016,110,0,39126,-11819
2024/09/27,10996,12763,27384,5,51148,12580,38568,250,0,38818,-12575
2024/09/28,11491,12713,28003,6,52213,12972,39242,80,0,39322,-12966
2024/09/29,9421,11645,25370,17,46453,12898,33556,350,0,33906,-12881
2024/09/30,9887,12760,26040,25,48712,13911,34800,500,0,35300,-13886
2024/10/1,9978,12480,26385,0,48843,13222,35621,80,0,35701,-13222
2024/10/2,9971,12431,26418,0,48820,14360,34460,190,0,34650,-14360
2024/10/3,9253,12763,26844,2,48863,15779,33083,0,0,33083,-15777
2024/10/4,9216,12808,27225,0,49249,14869,34379,80,0,34459,-14869
2024/10/5,9627,12851,27800,0,50277,16204,34073,0,0,34073,-16204
2024/10/6,9656,12827,26766,0,49249,16167,33082,120,0,33202,-16167
2024/10/7,10182,12863,27999,0,51043,15803,35240,50,0,35290,-15803
2024/10/8,10396,12842,27982,2,51222,14404,36819,100,0,36919,-14402
2024/10/9,10502,12717,28579,1,51799,15225,36574,0,0,36574,-15224
2024/10/10,10498,10870,28206,1,49574,12797,36778,700,0,37478,-12796
2024/10/11,10025,12831,27652,0,50508,15554,34955,120,0,35075,-15554
2024/10/12,10141,12051,28223,0,50416,15170,35246,30,0,35276,-15169
2024/10/13,9829,11435,25916,0,47180,15942,31238,100,0,31338,-15942
2024/10/14,9846,11277,27594,0,48717,15030,33687,0,0,33687,-15030
2024/10/15,9409,10852,27101,0,47362,14352,33010,0,0,33010,-14352
2024/10/16,8482,10602,25180,0,44263,14185,30079,250,0,30329,-14185
2024/10/17,10142,2138,31793,0,44073,9813,34261,25,0,34286,-9813
2024/10/18,10040,2155,32974,0,45169,9932,35237,75,0,35312,-9932
2024/10/19,9567,2057,31825,0,43448,10222,33227,40,0,33267,-10222
2024/10/20,10129,2105,31954,0,44187,9808,34379,160,0,34539,-9808
2024/10/21,10309,2155,31766,0,44231,9738,34492,130,0,34622,-9738
2024/10/22,10276,2155,31986,0,44417,8919,35498,140,0,35638,-8919
2024/10/23,10125,2155,32020,0,44300,8076,36224,100,0,36324,-8076
2024/10/24,10171,2155,31983,0,44310,8069,36241,225,0,36466,-8069
2024/10/25,9554,2155,30868,0,42577,9655,32922,180,0,33102,-9655
2024/10/26,9183,2155,31125,0,42463,11106,31357,180,0,31537,-11106
2024/10/27,9639,2155,32072,0,43866,9649,34217,150,0,34367,-9649
2024/10/28,9604,2120,31577,0,43301,8649,34652,150,0,34802,-8649
2024/10/29,9561,2114,31878,0,43553,8634,34918,240,0,35158,-8634
2024/10/30,9333,2110,30816,0,42260,7572,34687,130,0,34817,-7572
2024/10/31,9716,2110,28751,0,40577,10261,30316,0,0,30316,-10261
2024/11/1,9618,2152,28311,0,40081,10281,29800,0,0,29800,-10281
2024/11/2,9333,2135,28144,0,39612,10600,29012,0,0,29012,-10600
2024/11/3,9604,2120,31577,0,43301,8649,34652,150,0,34802,-8649
2024/11/4,9604,2120,31577,0,43301,8649,34652,150,0,34802,-8649
2024/11/5,8957,2148,29575,0,40680,12640,28040,30,0,28070,-12640
2024/11/6,8735,2152,29492,0,40379,11038,29341,0,0,29341,-11038
2024/11/7,8973,2133,27967,0,39073,12056,27017,0,0,27017,-12056
2024/11/8,9032,2111,28087,0,39231,12054,27176,0,0,27176,-12054
2024/11/9,8965,2140,28397,0,39502,12033,27469,0,0,27469,-12033
2024/11/10,9384,2149,29139,0,40672,10734,29938,50,0,29988,-10734
2024/11/11,9352,2155,29041,0,40548,9832,30716,100,0,30816,-9832
2024/11/12,9200,2147,28258,0,39604,8330,31274,80,0,31354,-8330
2024/11/13,9142,2148,27651,0,38941,7693,31248,75,0,31323,-7693
2024/11/14,9697,2149,27548,0,39394,8066,31328,80,0,31408,-8066
2024/11/15,9781,2153,27451,0,39385,7027,32358,75,0,32433,-7027
2024/11/16,9165,2153,26396,0,37713,7332,30381,50,0,30431,-7332
2024/11/17,9608,2155,26824,0,38588,6340,32249,60,0,32309,-6340
2024/11/18,10041,2154,25687,0,37882,5912,31970,330,0,32300,-5912
2024/11/19,9474,2154,25065,0,36693,4396,32297,300,0,32597,-4396
2024/11/20,9187,2153,25216,0,36556,3809,32747,400,0,33147,-3809
2024/11/21,9066,2102,25040,0,36208,3417,32791,365,0,33156,-3417
2024/11/22,9130,2141,24772,0,36043,3591,32452,200,0,32652,-3591
2024/11/23,9788,2144,24445,0,36378,5540,30838,50,0,30888,-5540
2024/11/24,8823,2131,24271,0,35225,3441,31784,400,0,32184,-3441
2024/11/25,9681,2105,23944,0,35729,3234,32495,275,0,32770,-3234
2024/11/26,8931,2223,24203,0,35357,2388,32969,220,0,33189,-2388
2024/11/27,9415,2058,23383,458,35314,2645,32669,300,0,32969,-2187
2024/11/28,8524,1978,23069,496,34068,2224,31844,330,0,32174,-1728
2024/11/29,8893,1973,24070,308,35245,2294,32951,800,0,33751,-1986
2024/12/1,8059,3231,22405,340,34035,1636,32399,550,0,32949,-1296
2024/12/2,8183,2893,22180,925,34180,1180,33001,550,0,33551,-255
2024/12/3,7962,2785,21318,1276,33340,753,32588,1200,0,33788,523
2024/12/4,8518,3108,21428,1832,34886,965,33921,1500,0,35421,867
2024/12/5,7887,2770,20762,1905,33324,420,32904,1300,0,34204,1485
2024/12/6,8188,2397,21040,1794,33418,346,33072,1320,0,34392,1448
2024/12/7,7692,2423,20674,1197,31986,444,31542,600,0,32142,753
2024/12/8,7935,2864,20263,1197,32259,651,31608,1200,0,32808,546
2024/12/9,7931,2467,19799,2244,32441,294,32147,1350,0,33497,1950
2024/12/10,7908,2948,19337,2354,32547,226,32321,1400,0,33721,2128
2024/12/11,8042,2989,20293,2267,33591,129,33462,1215,0,34677,2138
2024/12/12,7972,2896,19171,2901,32940,155,32785,1900,0,34685,2746
2024/12/13,7636,2836,19130,2667,32269,21,32248,2000,0,34248,2646
2024/12/14,8133,2814,18872,2223,32042,10,32032,2200,0,34232,2213
2024/12/15,8424,2807,18422,3214,32866,0,32866,2450,0,35316,3214
2024/12/16,8124,2736,17635,3699,32193,0,32193,3800,0,35993,3699
2024/12/17,7920,2828,18468,4448,33664,0,33664,2050,0,35714,4448
2024/12/18,7914,2445,18489,4361,33209,0,33209,3200,0,36409,4361
2024/12/19,7745,2892,18655,4623,33915,0,33915,2400,0,36315,4623
2024/12/20,8159,2870,18255,5034,34318,0,34318,1800,0,36118,5034
2024/12/21,6956,2850,18069,5380,33254,0,33254,2200,0,35454,5380
2024/12/22,7496,2716,17898,5659,33769,0,33769,2450,0,36219,5659
2024/12/23,7521,2796,18072,6000,34389,0,34389,1650,0,36039,6000
2024/12/24,7640,3321,17580,7310,35851,0,35851,2700,0,38551,7310
2024/12/25,7205,5874,17602,4227,34908,0,34908,1600,0,36508,4227
2024/12/26,7214,5734,17357,4930,35234,0,35234,1980,0,37214,4930
2024/12/27,7109,5642,17274,5156,35181,40,35141,2100,0,37241,5116
2024/12/28,7025,5547,17019,4439,34031,0,34031,1500,0,35531,4439
2024/12/29,7369,5740,16806,5172,35087,0,35087,1200,0,36287,5172
2024/12/30,7316,5614,16351,6262,35542,0,35542,1500,0,37042,6262
2024/12/31,7600,5584,16146,6042,35372,70,35302,1950,0,37252,5972
2025/01/1,7543,5494,16228,6059,35323,0,35323,1880,0,37203,6059
2025/01/2,7268,5494,16257,6159,35178,0,35178,1000,0,36178,6159
2025/01/3,7603,5384,16317,6242,35546,0,35546,1750,0,37296,6242
2025/01/4,6930,5388,16119,5699,34136,0,34136,1700,0,35836,5699
2025/01/5,7598,5448,15979,6739,35764,0,35764,1200,0,36964,6739
2025/01/6,7095,5157,15849,6389,34490,0,34490,1000,0,35490,6389
2025/01/7,7376,5296,15231,7438,35340,0,35340,1550,0,36890,7438
2025/01/8,7160,5204,15439,7421,35225,0,35225,1950,0,37175,7421
2025/01/9,7580,5176,15658,7723,36137,0,36137,1800,0,37937,7723
2025/01/10,7192,5101,15642,7554,35489,0,35489,2100,0,37589,7554
2025/01/11,6251,5017,15623,6845,33735,0,33735,1700,0,35435,6845
